Brand,SKU,Paint Name,Paint Class,Size,Count,Color
Vallejo,72.034,Bonewhite,Game Color,17|18 ml,1,#E0D8A0
Vallejo,72.036,Bronze Brown / Bronze Fleshtone,Game Color,17|18 ml,1,#A06840
Vallejo,72.040,Leather Brown,Game Color,17|18 ml,1,#7A4830
Vallejo,72.043,Beasty Brown,Game Color,17|18 ml,1,#6A3820
Vallejo,72.049,Stonewall Grey,Game Color,17|18 ml,1,#888890
Vallejo,72.051,Black,Game Color,17|18 ml,1,#0A0A0A
Vallejo,72.052,Silver,Game Color Metallic,17|18 ml,1,#C0C8D0
Vallejo,72.054,Dark Gunmetal,Game Color Metallic,17|18 ml,1,#404850
Vallejo,73.605,Ger. Red Brown,Surface Primer,60 ml,1,#7A3820
Vallejo,77.657,Metal Varnish,,32 ml,1,#E8E8E8
Vallejo,77.701,Aluminium,Metal Color,32 ml,1,#A8ADAF
Vallejo,77.702,Duraluminium,Metal Color,32 ml,1,#8C9196
Vallejo,77.704,Pale Burnt Metal,Metal Color,32 ml,1,#958476
Vallejo,77.707,Chrome,Metal Color,32 ml,1,#C6C8C9
Vallejo,77.710,Copper,Metal Color,32 ml,1,#B5775D
Vallejo,77.711,Magnesium,Metal Color,32 ml,1,#C0B3AF
Vallejo,77.713,Jet Exhaust,Metal Color,32 ml,1,#4B4340
Vallejo,77.720,Gunmetal Grey,Metal Color,32 ml,1,#58606A
Vallejo,77.723,Exhaust Manifold,Metal Color,32 ml,1,#282221
Vallejo,77.724,Silver,Metal Color,32 ml,1,#C8CACB
Vallejo,77.725,Gold,Metal Color,32 ml,1,#AE8738
Villainy Ink,VI-001,Goon's Grime,,3 oz,1,#3A3020
Villainy Ink,VI-002,Sector Rust,,3 oz,1,#702810
Villainy Ink,VI-003,Coelia Green,,3 oz,1,#307060
Villainy Ink,VI-004,Carrion Crimson,,3 oz,1,#601018
Villainy Ink,VI-005,Ichor of the Damned,,3 oz,1,#151510
Villainy Ink,VI-006,Decay of Death,,3 oz,1,#486050
Villainy Ink,VI-007,Dystopian Brown,,3 oz,1,#604028
